Burger Name,Burger Description,Restaurant,Price,Year,Beef,Chicken,Duck,Lamb,Pork,Seafood,Sweet,Vegetarian,Venison,Not Your Usual,Finalist,Winner
The Hoppy Meltdown,"A Hoot Beef Patty, filled with Kāpiti Kikorangi blue cheese, chilli infused Garage Project beer-battered bacon on a bed of fennel and sweet corn slaw with hoppy Wairarapa peach purée. Matched w Garage Project White Mischief A Hoot Beef Patty, filled with Kāpiti Kikorangi blue cheese, chilli infused Garage Project beer-battered bacon on a bed of fennel and sweet corn slaw with hoppy Wairarapa peach purée. Matched w Garage Project White Mischief A Hoot Beef Patty, filled with Kāpiti Kikorangi blue cheese, chilli infused Garage Project beer-battered bacon on a bed of fennel and sweet corn slaw with hoppy Wairarapa peach purée. Matched w Garage Project White Mischief A Hoot Beef Patty, filled with Kāpiti Kikorangi blue cheese, chilli infused Garage Project beer-battered bacon on a bed of fennel and sweet corn slaw with hoppy Wairarapa peach purée. Matched w Garage Project White Mischief A Hoot Beef Patty, filled with Kāpiti Kikorangi blue cheese, chilli infused Garage Project beer-battered bacon on a bed of fennel and sweet corn slaw with hoppy Wairarapa peach purée. Matched w Garage Project White Mischief",Crafters & Co.,$25.00,2015,Yes,,,,,,,,,,,
Bistro Burger,"Crumbed slow-cooked pork shoulder with cabbage slaw, Kāpiti cheddar and plum sauce in a Zaida's bun, with homemade Ōtaki handcut chips. Matched w Garage Project Hāpi Daze Crumbed slow-cooked pork shoulder with cabbage slaw, Kāpiti cheddar and plum sauce in a Zaida's bun, with homemade Ōtaki handcut chips. Matched w Garage Project Hāpi Daze Crumbed slow-cooked pork shoulder with cabbage slaw, Kāpiti cheddar and plum sauce in a Zaida's bun, with homemade Ōtaki handcut chips. Matched w Garage Project Hāpi Daze Crumbed slow-cooked pork shoulder with cabbage slaw, Kāpiti cheddar and plum sauce in a Zaida's bun, with homemade Ōtaki handcut chips. Matched w Garage Project Hāpi Daze Crumbed slow-cooked pork shoulder with cabbage slaw, Kāpiti cheddar and plum sauce in a Zaida's bun, with homemade Ōtaki handcut chips. Matched w Garage Project Hāpi Daze",Cuba St Bistro,$23.00,2015,,,,,Yes,,,,,,,
Wong's White Burger,"White Asian bao bun, wasabi slaw, Asian Food Republic chilli jam, fragrant prawn shui mai patty, Davis Trading grachai root with prawn chips, nori salt. Matched w Garage Project White Mischief White Asian bao bun, wasabi slaw, Asian Food Republic chilli jam, fragrant prawn shui mai patty, Davis Trading grachai root with prawn chips, nori salt. Matched w Garage Project White Mischief White Asian bao bun, wasabi slaw, Asian Food Republic chilli jam, fragrant prawn shui mai patty, Davis Trading grachai root with prawn chips, nori salt. Matched w Garage Project White Mischief White Asian bao bun, wasabi slaw, Asian Food Republic chilli jam, fragrant prawn shui mai patty, Davis Trading grachai root with prawn chips, nori salt. Matched w Garage Project White Mischief White Asian bao bun, wasabi slaw, Asian Food Republic chilli jam, fragrant prawn shui mai patty, Davis Trading grachai root with prawn chips, nori salt. Matched w Garage Project White Mischief",Dragonfly,$20.00,2015,,,,,,Yes,,,,,,
Smokey and the Bandit,"Smoked brisket patty with secret sauce with smoked Kāpiti cream cheese, Island Bay Butchery bacon and wild onion in a Duke's housebaked triple deck steamed bun. Matched w Garage Project Garagista Smoked brisket patty with secret sauce with smoked Kāpiti cream cheese, Island Bay Butchery bacon and wild onion in a Duke's housebaked triple deck steamed bun. Matched w Garage Project Garagista Smoked brisket patty with secret sauce with smoked Kāpiti cream cheese, Island Bay Butchery bacon and wild onion in a Duke's housebaked triple deck steamed bun. Matched w Garage Project Garagista Smoked brisket patty with secret sauce with smoked Kāpiti cream cheese, Island Bay Butchery bacon and wild onion in a Duke's housebaked triple deck steamed bun. Matched w Garage Project Garagista Smoked brisket patty with secret sauce with smoked Kāpiti cream cheese, Island Bay Butchery bacon and wild onion in a Duke's housebaked triple deck steamed bun. Matched w Garage Project Garagista",Duke Carvell's Swan Lane Emporium,$18.00,2015,Yes,,,,,,,,,,,
"Cheese, Beets and Meat","Primestar’s aged beef patty with smoked beetroot relish, fried pickled onions and housemade Jack cheese blend in a fresh steamed bun - all housemade",Egmont St. Eatery,$20.00,2015,Yes,,,,,,,,,,Yes,Yes
Fuego Burger,"Spicy garbanzo patty with wood-fired beetroot, parrilla-smoked mushroom, preserved lemon and olive salsa in an Arobake bun, with patatas bravas. Matched w Garage Project Hāpi Daze Spicy garbanzo patty with wood-fired beetroot, parrilla-smoked mushroom, preserved lemon and olive salsa in an Arobake bun, with patatas bravas. Matched w Garage Project Hāpi Daze Spicy garbanzo patty with wood-fired beetroot, parrilla-smoked mushroom, preserved lemon and olive salsa in an Arobake bun, with patatas bravas. Matched w Garage Project Hāpi Daze Spicy garbanzo patty with wood-fired beetroot, parrilla-smoked mushroom, preserved lemon and olive salsa in an Arobake bun, with patatas bravas. Matched w Garage Project Hāpi Daze Spicy garbanzo patty with wood-fired beetroot, parrilla-smoked mushroom, preserved lemon and olive salsa in an Arobake bun, with patatas bravas. Matched w Garage Project Hāpi Daze","El Matador - Café, Asador Grill & Bar",$18.50,2015,,,,,,,,Yes,,,,
Some Sort of Burger,"Wild venison patty, truffled Kingsmeade Ngawi brie, exotic mushrooms, black garlic mayo, and foraged blackberry ketchup in a Zaida's squid ink milk bun. Matched w Garage Project ‘Beer’ Wild venison patty, truffled Kingsmeade Ngawi brie, exotic mushrooms, black garlic mayo, and foraged blackberry ketchup in a Zaida's squid ink milk bun. Matched w Garage Project ‘Beer’ Wild venison patty, truffled Kingsmeade Ngawi brie, exotic mushrooms, black garlic mayo, and foraged blackberry ketchup in a Zaida's squid ink milk bun. Matched w Garage Project ‘Beer’ Wild venison patty, truffled Kingsmeade Ngawi brie, exotic mushrooms, black garlic mayo, and foraged blackberry ketchup in a Zaida's squid ink milk bun. Matched w Garage Project ‘Beer’ Wild venison patty, truffled Kingsmeade Ngawi brie, exotic mushrooms, black garlic mayo, and foraged blackberry ketchup in a Zaida's squid ink milk bun. Matched w Garage Project ‘Beer’",Five Boroughs,$25.00,2015,,,,,,,,,Yes,,Yes,
LambMintOn Burger,"Wairarapa lamb and mint patty with greens, Fork & Brewer cider beetroot relish, caramelised onions and smoky cheddar in toasted Pandoro brioche bun, with spicy wedges",Fork & Brewer,$22.00,2015,,,,Yes,,,,,,,,
Asian Chick Burger,"Chicken marinated in Capital Produce lemongrass, ginger and coriander with Asian coleslaw in a Taste of Europe Bakery sourdough bun",Furnace Restaurant,$18.00,2015,,Yes,,,,,,,,,,
Goose Slammer,"Baker Gramercy sweet potato bun, goose patty, apple slaw, beer-braised cabbage and bratwurst, fresh herbs, smoked cheddar with root vegetable crisps. Matched w Garage Project White Mischief Baker Gramercy sweet potato bun, goose patty, apple slaw, beer-braised cabbage and bratwurst, fresh herbs, smoked cheddar with root vegetable crisps. Matched w Garage Project White Mischief Baker Gramercy sweet potato bun, goose patty, apple slaw, beer-braised cabbage and bratwurst, fresh herbs, smoked cheddar with root vegetable crisps. Matched w Garage Project White Mischief Baker Gramercy sweet potato bun, goose patty, apple slaw, beer-braised cabbage and bratwurst, fresh herbs, smoked cheddar with root vegetable crisps. Matched w Garage Project White Mischief",Goose Shack HQ,$24.00,2015,,,,,,,,,,Yes,,
"Chook N Swine, Fire N Spice","Char-grilled spice rubbed chicken thigh with bacon aioli, Preston's streaky bacon, gherkins and preserved lemon relish in a Pandoro Turkish roll with chilli fries. Matched w Garage Project White Mischief Char-grilled spice rubbed chicken thigh with bacon aioli, Preston's streaky bacon, gherkins and preserved lemon relish in a Pandoro Turkish roll with chilli fries. Matched w Garage Project White Mischief Char-grilled spice rubbed chicken thigh with bacon aioli, Preston's streaky bacon, gherkins and preserved lemon relish in a Pandoro Turkish roll with chilli fries. Matched w Garage Project White Mischief Char-grilled spice rubbed chicken thigh with bacon aioli, Preston's streaky bacon, gherkins and preserved lemon relish in a Pandoro Turkish roll with chilli fries. Matched w Garage Project White Mischief",Grill Meats Beer,$26.00,2015,,Yes,,,,,,,,,Yes,
Tropical Chicken Burger,"Cajun chicken breast with grilled pineapple, bacon, red onion, chedder, aioli and tomato relish, with French fries",Juniper Restaurant & Bar,$19.00,2015,,Yes,,,,,,,,,,
Morrocan Lamb,"Moroccan spiced lamb, Zany Zeus feta and masala lassi in a Brezelmania bun. Matched w Garage Project Red Zeppelin Moroccan spiced lamb, Zany Zeus feta and masala lassi in a Brezelmania bun. Matched w Garage Project Red Zeppelin Moroccan spiced lamb, Zany Zeus feta and masala lassi in a Brezelmania bun. Matched w Garage Project Red Zeppelin Moroccan spiced lamb, Zany Zeus feta and masala lassi in a Brezelmania bun. Matched w Garage Project Red Zeppelin",Kelburn Village Pub,$20.00,2015,,,,Yes,,,,,,,,
Smoke Jerk Chicken Burger,Jerk marinated chicken thigh and smoked chicken remoulade in an Arobake bun. Matched w Garage Project Red Zeppelin Jerk marinated chicken thigh and smoked chicken remoulade in an Arobake bun. Matched w Garage Project Red Zeppelin Jerk marinated chicken thigh and smoked chicken remoulade in an Arobake bun. Matched w Garage Project Red Zeppelin Jerk marinated chicken thigh and smoked chicken remoulade in an Arobake bun. Matched w Garage Project Red Zeppelin,Laundry,$12.00,2015,,Yes,,,,,,,,,,
Let's Do Brunch,"Pork and Harringtons black pudding patty with bacon, havarti, tomato baked beans and fried egg in a waffle bun, with hash brown nuggets and hollandaise. Matched w Garage Project Nerissimo Pork and Harringtons black pudding patty with bacon, havarti, tomato baked beans and fried egg in a waffle bun, with hash brown nuggets and hollandaise. Matched w Garage Project Nerissimo Pork and Harringtons black pudding patty with bacon, havarti, tomato baked beans and fried egg in a waffle bun, with hash brown nuggets and hollandaise. Matched w Garage Project Nerissimo Pork and Harringtons black pudding patty with bacon, havarti, tomato baked beans and fried egg in a waffle bun, with hash brown nuggets and hollandaise. Matched w Garage Project Nerissimo",Little Beer Quarter,$23.50,2015,,,,,Yes,,,,,Yes,,
The Helmsman,"Ocean Direct snapper and crayfish burger with chunky Elaia Gourmet Olives tartare, caramelised onions and Kingsmeade Grasslands Gouda, with truffle potato skins",Mishmosh,$18.00,2015,,,,,,Yes,,,,,,
Butter Chicken Burger,"Coq a Vin free range chicken with kachumber style cucumber, tomato and onion cooked in the tandoor oven, with crispy fries and butter chicken ketchup. Matched w Garage Project ‘Beer’ Coq a Vin free range chicken with kachumber style cucumber, tomato and onion cooked in the tandoor oven, with crispy fries and butter chicken ketchup. Matched w Garage Project ‘Beer’ Coq a Vin free range chicken with kachumber style cucumber, tomato and onion cooked in the tandoor oven, with crispy fries and butter chicken ketchup. Matched w Garage Project ‘Beer’ Coq a Vin free range chicken with kachumber style cucumber, tomato and onion cooked in the tandoor oven, with crispy fries and butter chicken ketchup. Matched w Garage Project ‘Beer’",Monsoon Poon,$19.00,2015,,Yes,,,,,,,,,,
You Got Smoked,"PrimeStar Angus patty with Zany Zeus cheese, bacon, tomato and mayonnaise in a Leeds Street Bakery bun - all smoked, with smoked onion rings. Matched w Garage Project Nerissimo PrimeStar Angus patty with Zany Zeus cheese, bacon, tomato and mayonnaise in a Leeds Street Bakery bun - all smoked, with smoked onion rings. Matched w Garage Project Nerissimo PrimeStar Angus patty with Zany Zeus cheese, bacon, tomato and mayonnaise in a Leeds Street Bakery bun - all smoked, with smoked onion rings. Matched w Garage Project Nerissimo PrimeStar Angus patty with Zany Zeus cheese, bacon, tomato and mayonnaise in a Leeds Street Bakery bun - all smoked, with smoked onion rings. Matched w Garage Project Nerissimo",Olive,$21.00,2015,Yes,,,,,,,,,,,
Toothless Galouti Burger,"Preston's select lamb galouti kebab in a Clareville Bakery turmeric cumin bun, with mums spiced Ōtaki potato chips and Zany Zeus smoked mint yoghurt. Matched w Garage Project Garagista Preston's select lamb galouti kebab in a Clareville Bakery turmeric cumin bun, with mums spiced Ōtaki potato chips and Zany Zeus smoked mint yoghurt. Matched w Garage Project Garagista Preston's select lamb galouti kebab in a Clareville Bakery turmeric cumin bun, with mums spiced Ōtaki potato chips and Zany Zeus smoked mint yoghurt. Matched w Garage Project Garagista Preston's select lamb galouti kebab in a Clareville Bakery turmeric cumin bun, with mums spiced Ōtaki potato chips and Zany Zeus smoked mint yoghurt. Matched w Garage Project Garagista",One80 Restaurant & Lounge Bar,$19.00,2015,,,,Yes,,,,,,,,
Burger Mexicana,"Corn and cinnamon crusted chicken breast with char-grilled Anaheim chilli pineapple and guacamole in a housemade bun, with Mexican street corn and corn chips",Pan de Muerto Mystic Mexican Cuisine and Tequila Bar,$22.50,2015,,Yes,,,,,,,,,,
Do Not Disturb',"Fresh sesame seed cobb, featuring free range Scotty's Meats bacon, pork sausages, two poached eggs and homemade hollandaise sauce with hash potatoes. Matched w Garage Project Pils 'n' Thrills Fresh sesame seed cobb, featuring free range Scotty's Meats bacon, pork sausages, two poached eggs and homemade hollandaise sauce with hash potatoes. Matched w Garage Project Pils 'n' Thrills Fresh sesame seed cobb, featuring free range Scotty's Meats bacon, pork sausages, two poached eggs and homemade hollandaise sauce with hash potatoes. Matched w Garage Project Pils 'n' Thrills Fresh sesame seed cobb, featuring free range Scotty's Meats bacon, pork sausages, two poached eggs and homemade hollandaise sauce with hash potatoes. Matched w Garage Project Pils 'n' Thrills",Pavilion Restaurant,$24.00,2015,,,,,Yes,,,,,,,
"For Richer, for Pāuā","Moana Pacific pāuā and PrimeStar pork patty with caramelised pineapple, pickled cucumber in a Zaida's squid ink bun, with salt and vinegar chips and Kiwi onion dip",Plum,$22.00,2015,,,,,Yes,Yes,,,,,,
The Hunter Games,Wild venison patty injected with Te Horo Swiss cheese topped with Meat Direct smoked bacon and a sweet dark cherry relish in a Zaida's milk bun,Portlander Bar & Grill,$25.00,2015,,,,,,,,,Yes,,,
Ménage à Trois,"Three milk bun sliders matched with a Garage Project beer teaser: PrimeStar Waygu beef with Fix and Fogg peanut butter and cucumber pickle (Angry Peaches);Bidvest crispy pork with plum sauce and Ōtaki watercress (Death from Above); PrimeStar wild venison with cherry relish and portabello (Aro Noir) Matched w Garage Project Angry Peaches, Death from Above, Aro Noir Three milk bun sliders matched with a Garage Project beer teaser: PrimeStar Waygu beef with Fix and Fogg peanut butter and cucumber pickle (Angry Peaches);Bidvest crispy pork with plum sauce and Ōtaki watercress (Death from Above); PrimeStar wild venison with cherry relish and portabello (Aro Noir) Matched w Garage Project Angry Peaches, Death from Above, Aro Noir Three milk bun sliders matched with a Garage Project beer teaser: PrimeStar Waygu beef with Fix and Fogg peanut butter and cucumber pickle (Angry Peaches);Bidvest crispy pork with plum sauce and Ōtaki watercress (Death from Above); PrimeStar wild venison with cherry relish and portabello (Aro Noir) Matched w Garage Project Angry Peaches, Death from Above, Aro Noir Three milk bun sliders matched with a Garage Project beer teaser: PrimeStar Waygu beef with Fix and Fogg peanut butter and cucumber pickle (Angry Peaches);Bidvest crispy pork with plum sauce and Ōtaki watercress (Death from Above); PrimeStar wild venison with cherry relish and portabello (Aro Noir) Matched w Garage Project Angry Peaches, Death from Above, Aro Noir",Queen of Jackson,$25.00,2015,Yes,,,,Yes,,,,Yes,,,
Saddleback Lamb Burger,"Preston's pulled lamb in housemade saddleback BBQ sauce, wild cress and pickled slaw on Arobake brioche bun with Indian spiced kumara fries and curried aioli. Matched w Garage Project Red Zeppelin Preston's pulled lamb in housemade saddleback BBQ sauce, wild cress and pickled slaw on Arobake brioche bun with Indian spiced kumara fries and curried aioli. Matched w Garage Project Red Zeppelin Preston's pulled lamb in housemade saddleback BBQ sauce, wild cress and pickled slaw on Arobake brioche bun with Indian spiced kumara fries and curried aioli. Matched w Garage Project Red Zeppelin Preston's pulled lamb in housemade saddleback BBQ sauce, wild cress and pickled slaw on Arobake brioche bun with Indian spiced kumara fries and curried aioli. Matched w Garage Project Red Zeppelin",Rata Café,$18.50,2015,,,,Yes,,,,,,,,
