Burger Name,Burger Description,Restaurant,Price,Year,Beef,Chicken,Duck,Lamb,Pork,Seafood,Venison,Vegetarian,Sweet,Not Your Usual,Finalist,Winner
Bambi's Farewell,"Ground venison burger with spiced beetroot relish, smokey bacon, cheddar, aioli and iceberg with potato skins.",Brew'd Boulcott,$22.00,2017,,,,,,,Yes,,,,,
Where's Donald?,"Hoisin-braised confit duck with crunchy filo, Asian greens, spring onion, leek slaw, pickled ginger and coriander syrup and soy aioli in a steamed bun.",Brew'd Stokes Valley,$23.00,2017,,,Yes,,,,,,,,,
The Score,"Aged beef patty, double-smoked bacon and tomato jam, cheddar, shredded lettuce, and Marmite or Vegemite mayonnaise - which ‘mitey’ spread will reign supreme.",Burger Liquor,$16.00,2017,Yes,,,,Yes,,,,,,,
Jemma's Crafty Quarter Burger,"1/4 lb beef patty marinated in pale ale with onion rings, coleslaw, crispy bacon, Kāpiti cheddar, onion relish and BBQ sauce in a Zaida’s bun, with agria fries (NF).",CQ Restaurant,$18.00,2017,Yes,,,,Yes,,,,,,,
Holy Cow 2,"Beef patty with Mela cider, Kingsmeade Wairarapa Jack cheddar and Fix & Fogg peanut butter BBQ sauce in a Clareville Bakery bun, with sweet potato fries (DF option, GF option, NF option).",Café Medici,$22.00,2017,Yes,,,,,,,,,,Yes,
Beer Battered Oyster Burger,"Garage Project BEER-battered oysters with lettuce, Capitol tomato ketchup and tartare sauce in a brioche bun (DF, Pesc, NF).",Capitol Restaurant,$25.00,2017,,,,,,Yes,,,,,,
It'll Be Sweet 2.0!,"Cookie-crumbed burnt chocolate gelato patty with Bohemein white chocolate cheese, smoked salted caramel mustard and raspberry ketchup in a Clareville Bakery doughnut bun (NF, Pesc, V)",Carrello del Gelato,$13.50,2017,,,,,,,,Yes,Yes,,,
Charley's Double Cheese Burger,"Housemade Angus beef patty with house BBQ sauce, zucchini pickle and double cheddar cheese in a Brezelmania semolina bun, with house fries (DF, GF, NF option).",Charley Noble Eatery & Bar,$23.00,2017,Yes,,,,,,,,,,,
Fisherman's Lunchbox,"Warehou and pāua fritter, Harringtons bacon, smoked tomato sauce and caper and kawakawa aioli in a Pandora bap with kūmara and potato crisps (NF, Pesc option)",CoCo At The Roxy,$22.00,2017,,,,,Yes,Yes,,,,,,
"Tripp'd, Flipp'd, Dipp'd","Two smoked lamb patties and slow-cooked lamb shoulder with double cheese, pickles, mustard and ketchup, in a Zaida's milk bun, with fries and gravy (NF)",Coene's Bar & Eatery,$24.00,2017,,,,Yes,,,,,,,,
The Lock Stock,"Smoked cheese and Rocket Fuel-stuffed Angus beef burger with coffee rub, candied bacon and tangy ranch slaw in a Pandoro bun, with fries (NF).",Concrete Bar,$20.00,2017,Yes,,,,,,,,,,,
Kōura Burger,"Crayfish and chorizo patty, kiwifruit salsa, Hoot Bloody Mary sauce and butterhead lettuce in an Arobake brioche bun (GF, Pesc, NF).",Counter Culture,$25.00,2017,,,,,Yes,Yes,,,,,,
Bistro Burger,"Crumbed slow-cooked lamb shoulder with beetroot relish, pickled cabbage, Kāpiti Aorangi brie, sweet chilli and aioli in a Zaida's bun with handcut chips",Cuba St Bistro,$23.00,2017,,,,Yes,,,,,,,,
The Hot Mess,"Bacon-wrapped beef patty stuffed with Zany Zeus cream cheese, chorizo and jalapeños with onion rings, BBQ and Panhead Supercharger sauce, with housecut Agria chips (GF, NF option).",D4 on Featherston,$25.00,2017,Yes,,,,Yes,,,,,,,
Three Little Piggies,"Apple-smoked pork cheeks with bacon, mustard slaw and baconnaise in a Brezelmania potato bun",Dillinger's,$24.00,2017,,,,,Yes,,,,,,,
Double Your Cluck!,"A duo of roasted lemon, oregano and paprika chicken and charcoal-grilled jerk chicken, both with aioli, slaw, cheese and bacon balls in slider buns",Dockside Restaurant & Bar,$18.00,2017,,Yes,,,Yes,,,,,,,
Crouching Chicken Burger,"Lemongrass fried chicken, spicy peach chutney, satay mayonnaise, chilli slaw, Clareville Bakery turmeric and cumin bun. With wonton chips and togarashi salt",Dragonfly,$22.00,2017,,Yes,,,,,,,,,,
Smokey Sings the Blues,"Waikanae Butcher beef patty with streaky bacon, caramelised onion, Kāpiti Kikorangi blue cheese, smoked Parkvale mushroom mayo and greens in a Kiss & Bake Up bun.",Dutchy's Burger Joint,$18.00,2017,Yes,,,,,,,,,,,
Filet-O-Cray,"Crumbed crayfish and squid, crayfish tartare, housemade cheese, steamed bun, served with pāua saltdusted shoestring fries (NF, Pesc)",Egmont St. Eatery,$25.00,2017,,,,,,Yes,,,,,,
Lolita Popper,"Panko-crumbed tarakihi fillet with jalapeño poppers, iceberg, red onion and housemade caper aioli in a bun (Pesc, NF)",Ekim Burgers,$13.00,2017,,,,,,Yes,,,,,,
Conquistador,"Housesmoked fish fillet with homemade roast pimento and caper aioli, red onion and fennel cabbage slaw in a homemade bun, with patatas bravas (GF, NF, Pesc).","El Matador - Café, Asador Grill & Bar",$21.50,2017,,,,,,Yes,,,,,,
The Elemental Stack,"Free range chicken thigh marinated in coconut aminos with kimchi, vegetable tempura, lettuce and housemade mayonnaise, in an almond and coconut flour bun. Add kūmara, beetroot and parsnip fries for $4 (GF, DF)",Elemental Eats,$16.00,2017,,Yes,,,,,,,,,,
New Hope,"Beef patty, grilled portobello mushroom, Garage Project Aro Noir beer onions, pickles, Zaida's milk bun",Eva Beva,$19.00,2017,Yes,,,,,,,,,,,
Flippin' the Bird,"Roast chicken patty, Sunday roast vegetable hash, caramelised onions, mayonnaise and smoked brinza on a sage stuffing bun with chicken gravy (NF).",Five Boroughs,$22.00,2017,,Yes,,,,,,,,,,
The Impossible Burger,"An 'impossible' vegetarian patty with pickles, American cheese and Dime special sauce in a housebaked potato bun (V).",Five and Dime,$25.00,2017,,,,,,,,Yes,,,Yes,
The Infinite Gladness,"Lamb and haggis patty with pickled gherkin slaw and Kāpiti smoked cheddar in a turnip bun, with parsnip chips and scotch ale mayonnaise",Fork & Brewer,$21.00,2017,,,,Yes,,,,,,,,
Tararua Huntsman,"Smoked paprika and venison patty with Kingsmeade Wairarapa Jack cheddar and housemade BBQ sauce in a Clareville Bakery sesame bun, with handcut fries (DF option, GFoption, NF option, Pesc option, V option)",Foxglove Bar & Kitchen,$24.00,2017,,,,,,,Yes,,,,,
Sudaca Burger,"Housemade chorizo patty made with free range pork with avocado, edam, mayonnaise and pebre sauce in a housemade bun, with handcut soft fries (NF, DF option).",Franziska,$17.00,2017,,,,,Yes,,,,,,,
The Fratelli LAMBorghini,"Lamb shoulder and Zany Zeus ricotta patty with beetroot chutney, pancetta and smoked Zany Zeus brinza in garlic and rosemary focaccia, with parmesan polenta chips (NF).",Fratelli,$22.00,2017,,,,Yes,,,,,,,,
That Chick's a Real Jerk,"Chargrilled jerk chicken thigh with bacon, pineapple salsa and Baxter's Original chipotle mayonnaise in a Pandoro milk bun, with shoestring fries and stuffed jalapeño",Glasshouse Bar and Grill,$23.00,2017,,Yes,,,Yes,,,,,,,
The Double Dose,"Smokey venison and blue cheese patty and Boerewors sausage patty with gouda, local beetroot, tomato, lettuce, mustard and Greytown Hotel spicy BBQ sauce (NF).",Greytown Hotel,$22.00,2017,,,,,,,Yes,,,,,
Mr. Beefy,"Cheese-stuffed pasturefed beef patty with Tuatara London Porter-braised beef brisket, bell peppers, jalapeño hot sauce and pilsner cheese sauce (NF)",Grill Meats Beer,$24.00,2017,Yes,,,,,,,,,,,
Smokaccino,"Smoked Italian sausage with brisket, bacon, red-eye mayonnaise and pickles, in a dinner roll (NF).",Hillside Kitchen & Cellar,$20.00,2017,,,,,Yes,,,,,,,
Kai Moana Mini Burgers,"Three seafood sliders: Pāua fritter with wasabi mayonnaise in seaweed bun; Whitebait fritter with kelp butter on white bread; Oysters with seaweed slaw and tartare sauce (Pesc, NF)",Hippopotamus Restaurant,$32.00,2017,,,,,,Yes,,,,,,
Apocalypse Now,"Chickpea and smoked mushroom patty with coleslaw, avocado and Texas chilli sauce in a chilli corn bun, with jalapeño poppers (V, VV option)",Husk Bar & Eatery,$20.00,2017,,,,,,,,Yes,,,,
Rocket Chicken Burger,"Chicken breast marinated in balsamic honey with bacon, avocado, tomato, lettuce, Drunken Nanny goat cheese and Rocket Fuel sauce in a Pandoro milk bun with fries (NF, DF option, GF option).",Juniper Restaurant & Bar,$20.00,2017,,Yes,,,Yes,,,,,,,
"Hāngīburger Yeah, Nah Bro","15-hour steamed and smoked Longbush free range pork belly with watercress and pickled apple slaw in an Arobake bun, with kūmara fries (DF, NF).",Kanteen,$19.50,2017,,,,,Yes,,,,,,,
Pōhutu Me Whenua Karaka Surf And Turf Burger,"Venison patty with chilli tempura squid, smoked beetroot pickle and chilli jam, Pandoro beetroot bun, with kūmara fries (DF, GF option).",Karaka Café,$20.00,2017,,,,,,Yes,Yes,,,,,
Belly of the Land,"Slow-cooked Longbush Pork belly, curried beetroot, fresh apple and crispy pork crackling in a cumin and tumeric-infused Zaida's roll (DF, NF, GF option, V option)",Kelburn Village Pub,$20.00,2017,,,,,Yes,,,,,,,
Sir Loin Salot,"Dry aged Angus sirloin patty served pink with maple-glazed bacon, fried onions, Kāpiti Pakari smoked cheddar, aioli and salsa in a Brezelmania brioche bun with chunky fries",Khandallah Trading Company,$20.00,2017,Yes,,,,,,,,,,,
Meat Meet Meat,"Housemade triple meat patty with gruyere and charred red pepper slaw in a brioche bun, with L’affare’s classic fries.",L'affare,$20.00,2017,Yes,,,Yes,Yes,,,,,,,
Delta Chook & Smoky,"Two Mississippi-style crispy buttermilk chicken pieces with candied bacon, chipotle cream, tomato ragoût, beer battered pickles, herb-infused spring onions and rocket in a Zaida's bun",Laundry,$17.50,2017,,Yes,,,Yes,,,,,,,
A Bird in a Bun,"Crispy fried chicken thigh with bacon, field greens and tangy pepper aioli in Zaida's mini focaccia with frites",Leuven Belgian Beer Café,$19.50,2017,,Yes,,,,,,,,,,
The Crowded House,"Sirloin patty with corned beef silverside, fennel mustard seed slaw, Kingsmeade Lansdowne gouda and cured yolk in a Flight coffee and barley bun, with potato pom-poms.",Little Beer Quarter,$23.00,2017,Yes,,,,,,,,,,,
Rossini’s Revenge,"Pasture-fed beef with duck pâté, Madeira shallot jam and cheese in a toasted brioche bun (NF, DF option, GF option) Add freshly-shaved truffle for an extra $25.",Logan Brown Restaurant,$25.00,2017,Yes,,Yes,,,,,,,,,
Quincey Conserve,"Beef with Kāpiti Kikorangi blue cheese, quince and red sauerkraut in milk bun, with homemade potato crisps and MOF retro onion dip",MOF Bar & Kitchen,$22.00,2017,Yes,,,,,,,,,,,
Fried Chicken Torta,"Fried chicken torta with chipotle crema, slaw, habanero hot sauce, citrus-cured red onion, tomato pico, olive powder and chilli in a salsa de ajo-smothered bun (NF).",Mexico,$16.00,2017,,Yes,,,,,,,,,,
You Got to be Kidding?,Whiteman’s Valley hay-baked baby goat burger with horopito piccalilli in a wild herb butter bun.,Milk & Honey,$18.00,2017,,,,,,,,,,Yes,,
You're A Jerk,Rum buttermilk jerk chicken with dirty slaw and cheese fondue in a Zaida's milk bun,Mishmosh,$18.00,2017,,Yes,,,,,,,,,,
The Pig Boss,"Asian pork patty with herb slaw, spiced fruit chutney, pickled onions and crushed peanuts in a Clareville Bakery milk bun, with crackling chips (NF option).",Monsoon Poon,$19.00,2017,,,,,Yes,,,,,,,
The Steinbeck,"Beef slow-cooked in Kererū Moonless Stout with bacon jam, Kāpiti Pakari aged cheddar, jalapeño, crunchy greens and aioli in a pretzel bun, with Cajun fries (NF).",Monterey Bar,$21.00,2017,Yes,,,,,,,,,,,
The Johnny Devlin,"Truffled whole Parkvale portobello mushroom with salsa rossa, crumbed Zany Zeus cream cheese, rocket and compound butter in an Arobake brioche bun, with fries (Pesc, NF, V).",Moon 1,$15.00,2017,,,,,,,,Yes,,,,
"Kiwi China, China Kiwi","Chinesestyle braised beef cheek with pickled kiwifruit and chilli jam, mayonnaise in a house steamed milk bao bun (NF), with homemade fries.",Mr Go's,$19.00,2017,Yes,,,,,,,,,,Yes,Yes
The Mac Muse,Wagyu beef patty with mac 'n' cheese and streaky bacon in a Clareville Bakery steamed brioche bun,Muse Eatery & Bar,$25.00,2017,Yes,,,,Yes,,,,,,,
Hop'd to it Burger,"Braised rabbit patty with fennel, radish, cos, Tiamana wheat bier dressing, crispy onions and plum chutney in a Brezelmania rye bun with root vegetable crisps (GF option, V option)",München,$21.00,2017,,,,,,,,,,Yes,,
Carolina BBQ Pulled Pork,"Pulled pork slow-cooked in spices, cider vinegar and chipotle BBQ sauce with apple and radish slaw in an Arobake brioche bun, with handcut fries",Neo Café & Eatery,$20.00,2017,,,,,Yes,,,,,,,
Pump It Up For Bambi,"Venison patty with smoked pumpkin butter, red capsicum and Kāpiti Kikorangi blue cheese aioli in an Arobake pumpkin seed bun, with shoestring fries (NF)",Olive,$23.00,2017,,,,,,,Yes,,,,,
"Haggis, Neeps 'n' Tatties",Secret recipe lamb haggis patty with Kingsmeade Wairarapa Jack cheddar and a whiskey tomato glaze in Pandoro oat bun with tatties and neeps (NF).,One80 Restaurant,$23.00,2017,,,,Yes,,,,,,,,
No Eye Deer Burger,"Venison burger with apple and pineapple relish, Kāpiti Kahurangi blue cheese, beer burger sauce, tomato and alfalfa in pita bread, with chunky chips (NF, DF option, GF option)",One Fat Bird,$21.00,2017,,,,,,,Yes,,,,,
The Buck Stops Here,"Venison patty with Whittaker’s mole rojo tomato sauce and jalepeño Kāpiti cheese in a Brezelmania cocoa brioche bun with Pinot Noir salted fries (NF, DF option, GF option)",Park Kitchen,$20.00,2017,,,,,,,Yes,,,,,
Pickle & Cure,"Freshly ground beef patty with housesmoked pastrami, Kingsmeade Swiss cheese, deli pickles and P&P sauce in an Arobake rye bun, with fries (NF).",Pickle & Pie,$18.00,2017,Yes,,,,,,,,,,,
Lady Marmalade,"Creole chicken with bourbon chilli pineapple, Prana Greens and pickled cucumber remoulade in a Zaida's buttermilk bun, with fries and housemade gravy (NF, DF option, GF option, Pesc option, VV option, V option)",Plum,$19.00,2017,,Yes,,,,,,,,,,
The Free Bird,"Quinoa and polenta-crumbed free range chicken with baby herb chiffoande, aioli and Ruth Pretty tomato chilli jam in Bordeaux doughnut bun, with buffalo agrias",Portlander,$25.00,2017,,Yes,,,,,,,,,,
Pravda Porkies,Pork belly with kimchi slaw in an Arobake bun,Pravda Restaurant & Café,$18.00,2017,,,,,Yes,,,,,,,
The Hellenic Mile Burger,"Slow-roasted Wairarapa lamb braised in Mojo coffee with honey roasted beets, pickled cucumber, and Zany Zeus garlic Greek yoghurt in a black olive bap (NF, DF option, GF option).",Pōneke by Mojo,$18.00,2017,,,,Yes,,,,,,,,
Trump Tower,"1/2 pound beef patty with pulled pork in bourbon sauce, cheddar, pickles, iceberg, tomato and Queen Lizzy's burger sauce in housemade milk bun (GF, NF)",Queen of Jackson,$19.00,2017,Yes,,,,,,,,,,,
The Double Lamby,"Lamb patties with lamb bacon, pickled fennel, cos, mint marinated labneh and smoked Zany Zeus yoghurt in an Arobake brioche bun, with kūmara chips (NF)",Rata Café,$19.50,2017,,,,Yes,,,,,,,,
Chairman Bao,"Handmade bao with double-braised pork belly, housemade hoisin sauce and salad, with crispy pork skin fries or potato fries (DF).",Red Mount,$18.00,2017,,,,,Yes,,,,,,,
Rockin' Burger,"Barbecued laqué pork with mozzarella-stuffed prawn patty, Vietnamese slaw and roasted sesame dressing in a homemade sesame bun",Rock Yard Restaurant,$18.50,2017,,,,,Yes,Yes,,,,,,
Silence of the Lambs,"Grilled pressed lamb shoulder crusted in dukkah with cucumber pickle and iceberg in a housemade yoghurt sesame bun, with garlic sumac fries (DF option).",Salty Pidgin,$20.00,2017,,,,Yes,,,,,,,,
Spaghetti & Meatball,"Pork and herb meatballs braised in tomato with a pickle and provolone cheese in an Arobake milk bun, with tomato salt 'spaghetti fries' (NF).",Scopa,$19.00,2017,,,,,Yes,,,,,,,
Vegan Fried Egg Burger,"Housemade vegan fried egg, vegan cheese, sauerkraut (GF, DF, V, VV, Pesc)",Seize,$19.00,2017,,,,,,,,Yes,,Yes,,
The Kiwi Burger,"Double beef patty, streaky bacon, Kāpiti cheddar, beetroot and free range fried egg in Zaida's milk bun with handcut fries.",Siglo,$20.00,2017,Yes,,,,,,,,,,,
Mutton Dressed As Lamb,"Spiced patty of NZ's first great export with mint labne, beetroot relish and garlic mayonnaise in a housemade sesame bun, with fries.",Slim Davey's Friendly Neighbourhood Saloon,$19.50,2017,,,,,,,,,,Yes,,
CCC Mexi Tower,"Tortilla-crumbed chilli con carne patty with lettuce, tomato, guacamole, hard goat's cheese and sour cream in a mole burger bun, with kūmara chips and chipotle mayonnaise (NF).",Sojourn Café & Bar,$20.00,2017,,,,,,,,,,Yes,,
Kāpiti Fried Cauli (K.F.C),"Original recipe fried cauliflower with homemade vegan 'jack cheese', mayonnaise and lettuce in a Pandoro Kaiser bun with slaw, mash and Parkvale Mushroom gravy (DF, NF, Pesc, V, VV).",Southern Cross Garden Bar Restaurant,$22.00,2017,,,,,,,,Yes,,,,
A South Coast Southerly,"Brisket patty with bourbon and bacon jam, Zany Zeus jalapeño popper and bread and butter pickles in an Arobake cornbread-style bun, with fries and chilli aioli (NF)",Spruce Goose,$20.00,2017,,,,,,,,,,,,
Final Kraut Down,"Beef patty, house pastrami, mustard, cheese, pickles and sauerkraut slaw in a Zaida's rye bun (V option, NF option).",St Johns Bar And Restaurant,$18.00,2017,Yes,,,,,,,,,,,
Picanha Beef and Beer,"Sirloin cap beef patty with bourbon battered onion rings, chimichurri mayonnaise, lettuce and tomato in a Brezelmania brioche bun, with fries (NF, DF option).",Station Gardens,$18.00,2017,Yes,,,,,,,,,,,
New Kid on the Block,"Goat patty, Drunken Nanny goat's cheese, rocket, mushroom ketchup and pickled Parkvale Mushrooms in an Arobake milk bun, with triple cooked agrias (NF)",Sterling Woodfire Eatery & Bar,$23.00,2017,,,,,,,,,,Yes,,
Shorty Will You Marrow Me?,"Slow-braised beef short rib, beetroot chutney, smoked bone marrow butter and Monterey Jack cheddar in a Zaida’s kawakawa milk bun, with shoestring fries and bone marrow mayonnaise (NF).",The Arborist Rooftop Bar & Eatery,$25.00,2017,Yes,,,,,,,,,,,
Bill's Sheared Sheep,"Braised pulled Wairarapa lamb with pea, mint and coriander dollop in a Pandoro beer and barley bun, with handcut skin-on chips (DF, NF, GF option)",The Backbencher Gastro Pub,$25.00,2017,,,,Yes,,,,,,,,
The Double Down Donald,"Two prime beef patties with lettuce, tomato, pickles andmustard mayonnaise between two grilled cheese sandwiches with Zaida's bread",The Bangalore Polo Club,$18.00,2017,Yes,,,,,,,,,,,
The Borough Garage Burger,"Pork and beef patty with fried Zany Zeus halloumi, Garage Project La Calavera Catrina hot sauce, beetroot relish and onion in a Nada Bakery brioche bun, with malt vinegar chips (NF).",The Borough,$21.00,2017,Yes,,,,,,,,,,,
Sooty and Sweet,"Smoked kūmara, quinoa and ricotta patty, red wine beetroot and onion chutney and Prana Greens in a Zaida's bun, with parsnip crisps and smoked paprika aioli (V, NF)",The Botanist,$20.00,2017,,,,,,,,Yes,,,,
